job_level,job_duration_in_current_job_level,person_level,job_duration_in_current_person_level,job_duration_in_current_branch,Employee_type,Employee_status,gender,age,marital_status_maried(Y/N),number_of_dependences,Education_level,year_graduated,job_duration_as_permanent_worker,job_duration_from_training,branch_rotation,job_rotation,assign_of_otherposition,annual leave,sick_leaves,Best Performance,Avg_achievement_%,Last_achievement_%,Achievement_above_100%_during3quartal,achievement_target_1,achievement_target_2,achievement_target_3
JG04,2.0,PG03,2.0,0.5,RM_type_A,Permanent,Male,30,Y,1,level_3,2011,4.0,4,3,3,0,3,0,0,111.36333333333332,115.04,3.0,Pencapaian 100%-150%,Pencapaian > 1.5,reached
JG04,2.0,PG03,2.0,0.5,RM_type_B,Permanent,Male,31,Y,1,level_4,2012,4.0,4,3,2,0,4,2,0,98.32666666666668,113.87,2.0,Pencapaian 100%-150%,Pencapaian > 1.5,reached
JG04,1.58,PG03,1.58,2.5,RM_type_B,Permanent,Male,32,Y,1,,,4.0,4,3,3,0,3,0,0,51.27,68.21,0.0,Pencapaian 50%-100%,Pencapaian 50%-100%,not reached
JG04,1.92,PG03,1.92,1.5,RM_type_B,Permanent,Female,32,Y,2,level_4,2012,3.0,3,4,3,0,3,0,0,59.72666666666667,71.44,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.08,PG03,1.08,1.25,RM_type_B,Permanent,Male,27,N,0,level_3,2014,1.0,1,1,2,0,0,0,1,,,,,,
JG05,1.92,PG05,1.92,0.5,RM_type_A,Permanent,Male,45,Y,1,level_4,9999,24.0,24,16,10,0,0,0,0,76.4,103.4,1.0,Pencapaian 50%-100%,Pencapaian 100%-150%,reached
JG04,2.0,PG03,2.0,1.67,RM_type_A,Permanent,Male,33,Y,0,,,5.0,5,4,3,0,4,0,0,106.59333333333336,91.97,3.0,Pencapaian 100%-150%,Pencapaian < 50%,not reached
JG04,1.42,PG03,1.42,0.5,RM_type_B,Permanent,Male,31,Y,1,,,4.0,4,5,4,0,3,2,0,46.23333333333333,48.81,0.0,Pencapaian < 50%,Pencapaian < 50%,reached
JG04,1.92,PG03,1.92,0.5,RM_type_B,Permanent,Male,29,Y,1,,,4.0,4,3,2,0,0,0,0,64.15333333333334,64.75,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.92,PG03,1.92,3.5,RM_type_B,Permanent,Male,33,Y,2,,,4.0,4,2,2,0,6,0,0,77.58999999999997,70.7,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,2.58,PG03,2.58,1.5,RM_type_A,Permanent,Female,33,Y,2,level_4,9999,6.0,6,3,3,1,4,3,0,113.27,119.35,3.0,Pencapaian 50%-100%,Pencapaian 100%-150%,reached
JG04,2.0,PG03,2.0,0.5,RM_type_B,Permanent,Male,33,Y,1,level_4,2009,5.0,5,3,2,1,8,0,0,91.71666666666664,92.73,3.0,Pencapaian 50%-100%,Pencapaian 50%-100%,reached
JG04,1.75,PG03,1.75,1.5,RM_type_B,Permanent,Male,29,N,0,level_4,2014,2.0,2,2,2,3,3,0,0,44.335,75.67,0.0,Pencapaian 100%-150%,Pencapaian 50%-100%,reached
JG04,1.58,PG03,1.58,2.42,RM_type_A,Permanent,Male,30,N,0,,,4.0,4,2,3,0,5,1,0,57.18333333333333,67.99,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG03,0.08,PG01,0.08,0.08,RM_type_B,Contract,Male,27,N,0,level_4,2016,,1,1,1,0,0,0,0,,,,,,
JG04,1.75,PG03,1.75,0.5,RM_type_C,Permanent,Female,37,Y,0,level_4,9999,6.0,6,3,3,5,7,0,0,73.6266666666667,82.53,0.0,Pencapaian 50%-100%,Pencapaian 50%-100%,not reached
JG04,1.75,PG03,1.75,0.5,RM_type_A,Permanent,Female,32,Y,1,,,5.0,5,3,2,3,3,1,0,106.20333333333332,111.26,3.0,Pencapaian 100%-150%,Pencapaian 100%-150%,reached
JG04,2.0,PG03,2.0,2.42,RM_type_A,Permanent,Male,31,Y,1,,,4.0,4,2,2,0,5,2,0,83.60000000000002,92.33,2.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Male,30,Y,0,,,4.0,4,3,3,0,7,2,0,98.66,107.41,3.0,Pencapaian 50%-100%,Pencapaian 100%-150%,reached
JG04,1.92,PG03,1.92,0.5,RM_type_B,Permanent,Female,32,Y,1,level_4,2015,3.0,3,3,4,0,4,0,0,96.82666666666668,98.8,3.0,Pencapaian 50%-100%,Pencapaian > 1.5,reached
JG04,1.17,PG03,1.17,0.5,RM_type_B,Permanent,Male,29,Y,1,level_3,2013,2.0,2,2,2,1,0,2,0,,,,,,
JG04,0.83,PG03,0.83,0.83,RM_type_B,Permanent,Male,29,Y,1,level_4,2014,1.0,1,1,2,0,0,0,0,,,,,,
JG04,2.42,PG03,2.42,0.5,RM_type_A,Permanent,Male,34,Y,1,,,5.0,5,3,3,0,8,2,0,99.61,101.31,3.0,Pencapaian 50%-100%,Pencapaian 50%-100%,reached
JG04,2.0,PG03,2.0,2.42,RM_type_B,Permanent,Male,32,Y,0,level_3,2010,4.0,4,2,2,0,12,0,0,70.11,72.98,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.92,PG03,1.92,1.5,RM_type_B,Permanent,Male,32,Y,1,,,4.0,4,2,2,0,3,3,0,55.29666666666667,60.09,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,0.0,PG03,0.0,1.33,RM_type_B,Permanent,Male,32,Y,2,,,4.0,4,2,3,0,5,0,0,,,,,,
JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Male,32,Y,1,,,4.0,4,2,3,1,5,0,0,85.94666666666667,89.88,2.0,Pencapaian 50%-100%,Pencapaian 50%-100%,reached
JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Male,31,Y,0,level_4,2015,3.0,3,2,3,2,5,3,0,83.20666666666666,84.5,1.0,Pencapaian 50%-100%,Pencapaian 50%-100%,not reached
JG04,0.33,PG03,0.33,0.33,RM_type_B,Permanent,Male,27,N,0,level_4,2014,1.0,1,1,1,0,0,0,0,,,,,,
JG04,2.0,PG03,2.0,1.5,RM_type_A,Permanent,Male,34,Y,2,,,6.0,6,4,2,5,2,0,0,87.83,86.78,2.0,Pencapaian 50%-100%,Pencapaian 50%-100%,reached
JG04,1.75,PG03,1.75,0.5,RM_type_A,Permanent,Male,37,Y,2,level_4,9999,6.0,6,3,3,9,9,0,0,95.8,99.22,3.0,Pencapaian 50%-100%,Pencapaian 50%-100%,reached
JG04,2.0,PG03,2.0,0.5,RM_type_B,Permanent,Male,33,Y,1,level_4,2009,6.0,6,3,6,0,6,4,0,94.00333333333332,96.52,3.0,Pencapaian 50%-100%,Pencapaian 50%-100%,reached
JG04,1.58,PG03,1.58,1.5,RM_type_B,Permanent,Male,32,N,0,level_4,2012,2.0,2,2,2,1,3,0,0,49.55,80.4,0.0,Pencapaian 50%-100%,Pencapaian 50%-100%,not reached
JG04,1.58,PG03,1.58,2.25,RM_type_B,Permanent,Male,31,Y,1,level_4,2014,2.0,2,1,2,0,5,0,0,51.93,63.42,0.0,Pencapaian 100%-150%,Pencapaian < 50%,reached
JG05,0.25,PG05,0.25,0.5,RM_type_A,Permanent,Male,40,Y,3,level_4,2002,15.0,16,9,11,2,2,0,0,97.22666666666667,100.31,3.0,Pencapaian 50%-100%,Pencapaian 100%-150%,not reached
JG04,2.0,PG03,2.0,2.42,RM_type_A,Permanent,Female,35,Y,2,,,5.0,5,2,2,0,7,5,0,75.68333333333334,79.09,0.0,Pencapaian 100%-150%,Pencapaian 50%-100%,not reached
JG04,2.0,PG03,2.0,0.5,RM_type_A,Permanent,Female,34,Y,1,,,5.0,5,3,2,2,5,2,0,68.38000000000001,83.97,0.0,Pencapaian 50%-100%,Pencapaian 50%-100%,reached
JG04,1.58,PG03,1.58,0.5,RM_type_B,Permanent,Male,29,N,0,level_3,2012,4.0,4,3,2,0,6,0,0,90.67666666666668,97.68,3.0,Pencapaian 100%-150%,Pencapaian 50%-100%,reached
JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Male,30,Y,1,level_4,2015,3.0,3,3,3,1,3,0,0,90.41,96.52,2.0,Pencapaian 50%-100%,Pencapaian 50%-100%,reached
JG04,1.58,PG03,1.58,0.5,RM_type_B,Permanent,Male,28,Y,1,level_4,2013,2.0,2,2,2,2,6,1,0,35.81,58.55,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG03,0.08,PG01,0.08,0.08,RM_type_B,Contract,Male,28,Y,0,level_4,2016,,1,1,1,0,0,0,0,,,,,,
JG05,1.17,PG05,1.17,0.5,RM_type_A,Permanent,Male,39,Y,2,level_3,2002,15.0,16,7,9,9,6,8,0,96.48000000000002,108.86,3.0,Pencapaian 50%-100%,Pencapaian 50%-100%,reached
JG04,2.42,PG03,2.42,0.08,RM_type_A,Permanent,Male,35,Y,2,,,6.0,6,5,2,3,3,3,1,98.07666666666668,102.83,3.0,Pencapaian 50%-100%,Pencapaian 100%-150%,reached
JG04,2.0,PG03,2.0,0.5,RM_type_A,Permanent,Male,33,Y,1,,,4.0,4,2,3,2,3,0,0,104.99,110.66,3.0,Pencapaian 100%-150%,Pencapaian 50%-100%,reached
JG04,1.75,PG03,1.75,0.92,RM_type_B,Permanent,Male,30,N,0,level_4,2015,3.0,3,2,3,0,3,0,0,104.15333333333332,106.68,3.0,Pencapaian 100%-150%,Pencapaian > 1.5,reached
JG04,1.92,PG03,1.92,0.08,RM_type_B,Permanent,Male,30,Y,1,,,4.0,4,3,2,1,6,3,0,100.11333333333334,101.85,3.0,Pencapaian 50%-100%,Pencapaian > 1.5,reached
JG04,1.83,PG03,1.83,0.42,RM_type_A,Permanent,Male,32,Y,0,,,4.0,4,3,4,0,5,0,1,80.55666666666666,96.99,2.0,Pencapaian 100%-150%,Pencapaian < 50%,reached
JG04,1.92,PG03,1.92,0.42,RM_type_A,Permanent,Male,31,Y,1,,,4.0,4,3,4,4,2,0,1,110.13333333333333,115.96,3.0,Pencapaian 50%-100%,Pencapaian 100%-150%,reached
JG04,2.58,PG03,2.58,0.08,RM_type_A,Permanent,Male,36,Y,0,level_4,2007,5.0,5,3,3,0,4,1,0,83.63,100.33,1.0,Pencapaian 50%-100%,Pencapaian 100%-150%,reached
JG04,1.75,PG03,1.75,0.5,RM_type_A,Permanent,Male,33,Y,2,,,5.0,5,3,3,5,3,1,0,88.72333333333334,94.96,2.0,Pencapaian 100%-150%,Pencapaian 50%-100%,reached
JG04,1.92,PG03,1.92,0.92,RM_type_A,Permanent,Male,32,Y,2,,,4.0,4,3,3,0,6,0,0,68.12333333333335,75.37,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.92,PG03,1.92,1.5,RM_type_A,Permanent,Male,29,Y,0,,,4.0,4,2,3,1,6,1,0,78.28000000000002,87.51,1.0,Pencapaian 50%-100%,Pencapaian 50%-100%,reached
JG04,1.17,PG03,1.17,1.5,RM_type_B,Permanent,Male,30,Y,0,level_3,2011,2.0,2,1,2,0,0,1,0,,,,,,
JG03,0.92,PG01,0.92,0.92,RM_type_B,Contract,Male,28,N,0,level_4,2015,,1,1,1,0,0,0,0,,,,,,
JG03,0.92,PG01,0.92,0.92,RM_type_B,Contract,Male,28,Y,0,level_4,2015,,1,1,1,0,0,0,0,,,,,,
JG04,2.0,PG03,2.0,1.5,RM_type_B,Permanent,Male,34,Y,1,,,4.0,4,2,2,1,2,3,0,104.90333333333332,105.38,3.0,Pencapaian 50%-100%,Pencapaian 50%-100%,reached
JG04,1.5,PG03,1.5,0.5,RM_type_B,Permanent,Male,30,Y,0,,,4.0,4,3,2,4,9,2,0,80.99666666666667,83.43,0.0,Pencapaian 50%-100%,Pencapaian 50%-100%,reached
JG04,1.92,PG03,1.92,2.42,RM_type_B,Permanent,Female,37,Y,2,level_4,2007,4.0,4,3,2,2,3,1,1,80.13666666666667,79.55,0.0,Pencapaian 50%-100%,Pencapaian 50%-100%,reached
JG04,2.42,PG03,2.42,1.5,RM_type_A,Permanent,Male,36,Y,2,level_3,9999,6.0,6,4,2,2,4,0,0,76.45666666666666,93.58,1.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.92,PG03,1.92,1.92,RM_type_A,Permanent,Male,33,Y,1,,,4.0,4,2,2,8,3,5,0,74.86,71.97,0.0,Pencapaian < 50%,Pencapaian < 50%,reached
JG04,1.5,PG03,1.5,0.5,RM_type_B,Permanent,Male,31,Y,1,level_3,2013,2.0,2,2,2,0,6,0,1,63.24,63.24,0.0,Pencapaian 100%-150%,Pencapaian < 50%,reached
JG04,1.92,PG03,1.92,0.42,RM_type_A,Permanent,Male,28,Y,1,,,4.0,4,2,3,3,0,0,0,103.21,108.51,3.0,Pencapaian > 1.5,Pencapaian 50%-100%,reached
JG04,1.92,PG03,1.92,0.42,RM_type_A,Permanent,Male,31,Y,1,,,4.0,4,3,4,2,0,0,0,106.08666666666666,109.02,3.0,Pencapaian 100%-150%,Pencapaian 100%-150%,reached
JG04,2.0,PG03,2.0,0.42,RM_type_B,Permanent,Male,33,Y,1,level_4,2012,4.0,4,4,2,0,2,1,0,113.78000000000002,109.56,3.0,Pencapaian 50%-100%,Pencapaian 50%-100%,reached
JG04,1.42,PG03,1.42,0.42,RM_type_B,Permanent,Male,30,Y,1,level_4,2013,2.0,2,3,3,1,0,0,1,,,,,,
JG04,2.0,PG03,2.0,1.5,RM_type_A,Permanent,Male,34,Y,2,level_4,2009,6.0,6,3,3,0,4,0,0,88.50333333333332,93.54,2.0,Pencapaian 50%-100%,Pencapaian 50%-100%,reached
JG04,1.92,PG03,1.92,1.5,RM_type_A,Permanent,Male,37,Y,1,level_4,2012,6.0,6,4,4,1,3,0,0,91.51,94.1,3.0,Pencapaian 50%-100%,Pencapaian 50%-100%,reached
JG04,1.92,PG03,1.92,2.42,RM_type_B,Permanent,Male,32,Y,1,,,4.0,4,2,2,0,3,0,0,57.62000000000001,63.27,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.92,PG03,1.92,0.08,RM_type_A,Permanent,Male,30,Y,1,,,4.0,4,3,4,0,3,0,0,65.14,67.56,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.58,PG03,1.58,1.5,RM_type_B,Permanent,Male,30,Y,1,,,4.0,4,3,3,1,3,0,0,88.36333333333332,88.66,3.0,Pencapaian > 1.5,Pencapaian < 50%,reached
JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Male,32,Y,1,level_4,2015,3.0,3,2,2,0,2,1,1,63.66333333333333,67.09,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,0.83,PG03,0.83,0.83,RM_type_B,Permanent,Male,29,N,0,level_4,2015,1.0,1,1,2,0,0,0,0,,,,,,
JG04,2.0,PG03,2.0,3.17,RM_type_A,Permanent,Male,38,Y,2,level_4,9999,6.0,6,3,3,6,6,0,0,99.39666666666666,109.06,3.0,Pencapaian 100%-150%,Pencapaian 50%-100%,reached
JG04,1.75,PG03,1.75,1.5,RM_type_B,Permanent,Male,33,Y,2,,,4.0,4,2,2,4,4,1,0,78.18333333333334,82.77,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG03,0.92,PG01,0.92,0.92,RM_type_B,Contract,Male,29,N,0,level_4,2016,,1,1,1,0,0,0,0,,,,,,
JG04,2.58,PG03,2.58,0.08,RM_type_A,Permanent,Male,39,Y,2,level_4,2004,6.0,6,5,3,10,3,0,0,109.65333333333336,110.91,3.0,Pencapaian 50%-100%,Pencapaian 50%-100%,reached
JG04,2.0,PG03,2.0,3.17,RM_type_A,Permanent,Female,36,Y,1,,,5.0,5,2,2,1,6,2,0,80.77666666666666,94.22,2.0,Pencapaian 100%-150%,Pencapaian < 50%,reached
JG04,1.92,PG03,1.92,2.42,RM_type_B,Permanent,Male,31,Y,1,,,4.0,4,2,2,0,6,2,0,46.83333333333334,49.1,0.0,Pencapaian 50%-100%,Pencapaian < 50%,not reached
JG04,2.0,PG03,2.0,1.5,RM_type_B,Permanent,Female,31,Y,0,,,4.0,4,3,2,4,11,2,0,101.68,100.53,3.0,Pencapaian 100%-150%,Pencapaian 50%-100%,reached
JG04,1.92,PG03,1.92,2.42,RM_type_A,Permanent,Male,29,Y,0,,,4.0,4,2,2,3,8,1,0,50.11666666666667,51.08,0.0,Pencapaian 50%-100%,Pencapaian < 50%,not reached
JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Female,33,Y,2,level_4,2015,3.0,3,3,3,0,5,0,0,77.42999999999998,78.96,0.0,Pencapaian 50%-100%,Pencapaian 50%-100%,reached
JG04,0.75,PG03,0.75,0.75,RM_type_B,Permanent,Female,28,Y,1,level_3,2014,1.0,1,1,1,0,0,0,0,,,,,,
JG03,0.08,PG01,0.08,0.08,RM_type_B,Contract,Male,27,N,0,level_4,2015,,1,1,1,0,0,0,0,,,,,,
JG04,2.42,PG03,2.42,0.5,RM_type_A,Permanent,Male,36,Y,2,level_4,9999,6.0,6,3,4,11,3,1,0,86.14,92.6,2.0,Pencapaian 50%-100%,Pencapaian 50%-100%,reached
JG04,2.42,PG03,2.42,1.5,RM_type_A,Permanent,Male,33,Y,2,,,5.0,5,4,3,4,10,2,0,105.36333333333334,116.43,3.0,Pencapaian 50%-100%,Pencapaian 50%-100%,reached
JG03,0.92,PG01,0.92,0.92,RM_type_B,Contract,Male,26,N,0,level_4,2016,,1,1,1,0,0,0,0,,,,,,
JG03,0.08,PG01,0.08,0.08,RM_type_B,Contract,Female,29,Y,0,level_4,2012,,1,1,1,0,0,0,0,,,,,,
JG04,1.92,PG03,1.92,1.5,RM_type_A,Permanent,Male,44,Y,1,level_4,2002,16.0,17,10,9,4,4,11,0,88.45,87.4,3.0,Pencapaian 50%-100%,Pencapaian 50%-100%,reached
JG04,2.0,PG03,2.0,0.83,RM_type_A,Permanent,Female,34,Y,2,level_3,2007,6.0,6,5,4,5,6,0,0,68.55000000000001,73.09,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Male,32,Y,2,,,4.0,4,3,3,3,7,0,0,77.78666666666669,84.18,0.0,Pencapaian 50%-100%,Pencapaian 50%-100%,reached
JG04,0.83,PG03,0.83,0.5,RM_type_B,Permanent,Male,30,Y,0,level_4,2014,1.0,1,2,2,0,0,0,0,,,,,,
JG04,2.5,PG03,2.5,1.5,RM_type_A,Permanent,Male,36,Y,2,level_4,2007,7.0,7,4,3,1,0,0,1,95.13,96.6,3.0,Pencapaian 100%-150%,Pencapaian < 50%,not reached
JG04,2.0,PG03,2.0,1.5,RM_type_A,Permanent,Female,37,Y,2,level_4,9999,6.0,6,3,2,5,5,0,1,107.13666666666668,107.15,3.0,Pencapaian 50%-100%,Pencapaian 50%-100%,reached
JG04,2.0,PG03,2.0,0.5,RM_type_A,Permanent,Female,37,Y,0,level_3,2006,6.0,6,3,5,2,3,7,0,108.14666666666666,112.6,3.0,Pencapaian 50%-100%,Pencapaian 100%-150%,reached
JG04,1.92,PG03,1.92,0.5,RM_type_B,Permanent,Male,29,Y,1,level_4,2013,2.0,2,2,2,0,4,1,0,62.7,62.7,0.0,Pencapaian < 50%,Pencapaian < 50%,reached
JG04,0.83,PG03,0.83,0.83,RM_type_B,Permanent,Male,28,Y,0,level_4,2014,1.0,1,1,2,0,0,0,0,,,,,,
JG04,5.25,PG04,2.0,0.5,RM_type_A,Permanent,Male,37,Y,1,level_3,2004,12.0,13,9,8,6,9,2,0,90.17,103.43,2.0,Pencapaian 50%-100%,Pencapaian 50%-100%,not reached
JG04,2.0,PG03,2.0,1.5,RM_type_A,Permanent,Male,42,Y,3,level_4,2012,5.0,5,3,2,6,3,1,0,106.79666666666668,106.15,3.0,Pencapaian 100%-150%,Pencapaian 50%-100%,not reached
JG04,1.75,PG03,1.75,2.42,RM_type_B,Permanent,Female,36,Y,2,,,4.0,4,2,2,0,4,1,1,67.90333333333332,78.35,0.0,Pencapaian 50%-100%,Pencapaian 50%-100%,reached
JG04,1.58,PG03,1.58,2.42,RM_type_B,Permanent,Male,35,Y,0,,,4.0,4,2,2,6,5,0,0,82.01,86.75,1.0,Pencapaian 100%-150%,Pencapaian 50%-100%,reached
JG04,1.17,PG03,1.17,1.5,RM_type_B,Permanent,Male,31,Y,1,level_3,2012,2.0,2,1,2,0,1,0,0,,,,,,
JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Male,30,N,0,,,4.0,4,3,5,1,2,0,0,73.36333333333333,73.73,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Male,28,Y,0,level_4,2015,3.0,3,2,3,0,4,0,0,69.23333333333333,71.78,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.5,PG03,1.5,0.5,RM_type_B,Permanent,Male,30,Y,1,level_4,2012,2.0,2,2,2,2,3,0,0,28.1,42.98,0.0,Pencapaian < 50%,Pencapaian < 50%,reached
JG04,1.92,PG03,1.92,2.42,RM_type_B,Permanent,Female,34,Y,2,level_4,2009,6.0,6,4,3,1,5,0,0,81.93,88.88,2.0,Pencapaian 50%-100%,Pencapaian 50%-100%,reached
JG04,1.5,PG03,1.5,0.08,RM_type_B,Permanent,Male,30,N,0,,,4.0,4,3,2,0,11,0,0,72.28000000000002,80.57,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.92,PG03,1.92,2.42,RM_type_A,Permanent,Male,32,Y,0,,,4.0,4,2,2,0,3,0,0,89.05666666666669,89.81,2.0,Pencapaian 50%-100%,Pencapaian 50%-100%,not reached
JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Male,28,Y,2,,,4.0,4,3,3,0,6,9,1,67.79666666666667,67.71,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.92,PG03,1.92,1.42,RM_type_A,Permanent,Male,32,Y,1,level_3,2015,3.0,3,2,3,0,4,1,1,64.58666666666667,66.76,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,0.33,PG03,0.33,0.33,RM_type_B,Permanent,Male,30,N,0,level_4,2014,1.0,1,1,1,0,0,0,0,,,,,,
JG05,0.5,PG05,0.5,0.75,RM_type_A,Permanent,Male,34,Y,2,level_3,2011,8.0,8,4,4,1,3,4,0,114.43,122.72,3.0,Pencapaian > 1.5,Pencapaian 100%-150%,reached
JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Female,34,Y,1,level_3,2007,6.0,6,4,3,4,3,0,0,102.91666666666669,107.15,3.0,Pencapaian 50%-100%,Pencapaian 100%-150%,reached
JG04,1.58,PG03,1.58,0.17,RM_type_B,Permanent,Male,32,Y,2,level_3,0,5.0,5,4,2,1,10,1,0,57.73333333333333,63.0,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.92,PG03,1.92,1.25,RM_type_B,Permanent,Male,32,N,0,level_3,2010,4.0,4,3,2,0,3,1,1,103.65333333333332,107.59,3.0,Pencapaian 50%-100%,Pencapaian 100%-150%,reached
JG04,2.0,PG03,2.0,3.5,RM_type_A,Permanent,Male,33,Y,1,level_3,0,5.0,5,2,2,1,12,20,0,68.36333333333333,78.0,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.92,PG03,1.92,1.83,RM_type_B,Permanent,Male,34,Y,1,,,5.0,5,3,4,1,8,0,1,74.20666666666666,71.41,0.0,Pencapaian 50%-100%,Pencapaian 50%-100%,not reached
JG04,1.92,PG03,1.92,0.17,RM_type_A,Permanent,Male,31,Y,1,level_3,2010,5.0,5,4,2,0,3,0,0,92.16333333333334,98.68,2.0,Pencapaian 50%-100%,Pencapaian 100%-150%,reached
JG04,1.17,PG03,1.17,0.83,RM_type_B,Permanent,Male,30,Y,0,level_4,2008,2.0,2,3,2,2,0,0,0,,,,,,
JG03,0.25,PG01,0.25,0.25,RM_type_A,Contract,Male,31,N,0,level_4,2012,,1,1,1,0,0,0,0,,,,,,
JG05,8.0,PG06,5.5,0.5,RM_type_A,Permanent,Male,52,Y,3,level_4,2006,29.0,29,14,8,1,3,0,1,85.48,95.72,2.0,Pencapaian 100%-150%,Pencapaian < 50%,reached
JG04,2.58,PG03,2.58,0.75,RM_type_A,Permanent,Male,34,Y,2,level_3,0,6.0,6,3,2,0,7,0,0,114.36,123.38,3.0,Pencapaian 100%-150%,Pencapaian 100%-150%,reached
JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Female,33,Y,3,level_3,2009,5.0,5,3,2,3,0,1,0,91.21666666666664,94.4,3.0,Pencapaian 100%-150%,Pencapaian 50%-100%,reached
JG04,1.92,PG03,1.92,0.5,RM_type_B,Permanent,Female,33,Y,2,,,5.0,5,6,3,0,4,0,0,66.67666666666666,51.77,0.0,Pencapaian < 50%,Pencapaian < 50%,reached
JG04,1.58,PG03,1.58,2.0,RM_type_B,Permanent,Male,32,Y,1,,,4.0,4,3,3,0,7,3,0,50.70333333333334,43.96,0.0,Pencapaian < 50%,Pencapaian < 50%,reached
JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Male,33,Y,2,level_4,0,5.0,5,3,2,0,0,5,0,93.90666666666668,95.6,3.0,Pencapaian 50%-100%,Pencapaian 50%-100%,not reached
JG04,1.92,PG03,1.92,1.67,RM_type_A,Permanent,Male,31,Y,0,level_4,0,4.0,4,3,3,0,3,0,0,56.72000000000001,58.27,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,1.08,PG03,1.08,0.17,RM_type_B,Permanent,Male,30,N,0,level_4,2012,1.0,1,2,3,0,0,2,1,,,,,,
JG05,0.5,PG05,0.5,0.5,RM_type_A,Permanent,Male,35,Y,1,level_4,2010,8.0,8,5,4,2,5,0,0,68.89999999999999,77.51,0.0,Pencapaian 50%-100%,Pencapaian < 50%,reached
JG04,2.0,PG03,2.0,0.17,RM_type_B,Permanent,Male,32,Y,0,,,4.0,4,4,2,0,12,1,0,115.28333333333332,116.8,3.0,Pencapaian 100%-150%,Pencapaian 100%-150%,reached
JG04,1.17,PG03,1.17,0.5,RM_type_B,Permanent,Male,30,N,0,level_4,2013,2.0,2,3,2,0,0,0,0,,,,,,
JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Male,35,Y,2,level_4,2008,5.0,5,4,2,1,8,6,0,106.43333333333334,104.26,3.0,Pencapaian > 1.5,Pencapaian 100%-150%,not reached
JG04,1.92,PG03,1.92,0.5,RM_type_B,Permanent,Male,34,Y,0,level_4,2009,5.0,5,3,3,0,0,1,0,101.53333333333336,107.34,3.0,Pencapaian 100%-150%,Pencapaian 100%-150%,reached
JG04,1.92,PG03,1.92,0.17,RM_type_A,Permanent,Male,34,Y,1,,,4.0,4,4,3,0,3,0,0,85.34666666666669,67.31,2.0,Pencapaian < 50%,Pencapaian < 50%,reached
JG04,8.0,PG04,4.0,0.5,RM_type_A,Permanent,Male,42,N,0,level_4,9999,16.0,16,11,6,2,5,0,1,61.15,61.12,0.0,Pencapaian 50%-100%,Pencapaian < 50%,not reached
JG04,1.42,PG03,1.42,1.25,RM_type_B,Permanent,Male,35,Y,1,level_4,2008,6.0,6,6,4,0,3,0,0,,,,,,
JG04,1.92,PG03,1.92,0.17,RM_type_A,Permanent,Male,33,Y,2,level_4,0,5.0,5,4,2,0,4,0,1,22.11,30.52,0.0,Pencapaian < 50%,Pencapaian < 50%,reached
